Sub,MIP_Con,Pic_Con,Avg_Pic_Rate,STAI1_pos,STAI1_neg,mood1_happy,mood1_sad,mood1_inspired,mood1_angry,STAI2_pos,STAI2_neg,mood2_happy,mood2_sad,mood2_inspired,mood2_angry,Age,"Gender (1=M,2=F)"
557,Neut,Nat,6.066666667,2.666666667,1.666666667,60,20,90,20,4,1,91,0,100,0,51,1
558,Neg,Urb,6.633333333,2,2,2,100,2,4,2,1.666666667,19,0,9,0,37,2
559,Neut,Anim,5.466666667,3,1,76,0,75,0,3,1,84,0,87,0,25,1
560,Neg,Anim,6.333333333,2.333333333,1.333333333,12,71,23,13,3.333333333,1,100,9,85,1,52,2
561,Neut,Nat,6.433333333,3.333333333,1,49,0,47,0,3.666666667,1,44,0,43,0,23,1
562,Neg,Anim,5.666666667,3,1,30,81,50,0,3.333333333,1,81,9,59,0,43,2
563,Neut,Anim,6.866666667,3,1,42,51,55,54,3,1,87,7,81,6,29,1
564,Neut,Anim,5.2,3.333333333,1,80,1,50,0,3,1,70,1,59,1,29,1
565,Neg,Anim,5.9,1.333333333,3,0,100,71,0,2.333333333,2,80,20,0,0,49,2
566,Neg,Urb,5,2.333333333,2.666666667,1,40,3,5,3,1.333333333,42,1,29,1,23,1
567,Neut,Urb,5.033333333,3.333333333,1,70,0,40,0,4,1,70,0,80,0,44,2
568,Neg,Nat,5.7,2,2.333333333,0,62,0,0,2.666666667,1,49,20,0,0,40,2
569,Neut,Nat,7,2.333333333,1,84,0,82,0,3,1,100,0,100,0,29,1
570,Neg,Anim,5.766666667,3.333333333,1.666666667,44,87,28,1,4,1.333333333,79,0,53,0,36,1
571,Neg,Nat,5.9,1.666666667,1.666666667,35,70,39,33,2,1.333333333,54,44,44,16,39,1
572,Neut,Nat,6.4,3.666666667,1,83,2,78,1,4,1,93,0,91,2,39,1
573,Neut,Urb,4.5,1.333333333,1,40,9,29,0,2,1,20,0,39,0,32,1
574,Neut,Nat,5.133333333,1.333333333,1.333333333,1,1,2,0,2.333333333,1,12,3,12,0,32,1
575,Neg,Urb,5.966666667,2.666666667,2,29,71,30,0,4,1,60,7,63,0,42,2
576,Neut,Nat,4.1,4,1,0,0,0,0,4,1,0,0,0,0,24,1
577,Neg,Nat,5.833333333,3.666666667,1.333333333,1,39,41,2,4,1.333333333,59,13,66,1,49,1
578,Neg,Anim,4.566666667,2.666666667,1.333333333,8,20,10,17,2.333333333,1.333333333,29,24,32,28,30,2
579,Neg,Anim,7,2.666666667,1,50,39,39,0,3.666666667,1,100,0,100,0,30,1
580,Neut,Anim,6.866666667,1.333333333,3.666666667,38,63,54,69,2,2,78,28,81,20,31,2
581,Neg,Nat,4,2,2,53,31,52,77,2.666666667,2.333333333,48,50,64,59,35,1
582,Neut,Anim,5.966666667,4,1,86,0,51,0,4,1,88,0,51,0,42,1
583,Neut,Nat,5.133333333,1.666666667,1.666666667,10,65,25,0,2,1.666666667,19,40,18,0,46,1
584,Neg,Urb,5,2.333333333,1.666666667,29,40,19,19,3,1.333333333,29,10,19,10,29,2
585,Neut,Urb,2.9,2.666666667,1,0,0,0,0,3,1,6,0,1,0,44,2
586,Neut,Anim,6.1,3,1,85,0,27,0,3.333333333,1,91,0,63,4,27,2
587,Neut,Nat,5.2,3.333333333,1,49,49,50,49,4,1,91,0,100,0,47,2
588,Neg,Nat,6.066666667,2,2,2,100,6,2,1,2.666666667,2,94,4,5,44,1
589,Neg,Urb,5.833333333,2,2,50,100,50,75,2,2,49,29,30,0,33,2
590,Neut,Urb,4.133333333,2.333333333,1,90,0,70,0,3.333333333,1,91,0,80,0,31,2
591,Neg,Nat,4.733333333,1.666666667,1.666666667,9,75,30,9,3,1,61,21,37,6,24,1
592,Neg,Urb,6.9,2,2.333333333,35,60,40,10,2,2,40,50,40,10,28,1
593,Neut,Anim,5.766666667,3.666666667,1.333333333,81,0,20,0,3.666666667,1.333333333,60,0,55,0,50,2
594,Neg,Anim,5.5,3.333333333,1,90,9,60,0,4,1,100,0,65,0,39,2
595,Neut,Nat,6.5,4,1,100,0,87,0,4,1,100,0,91,0,54,2
596,Neg,Anim,4.366666667,3.333333333,1.333333333,0,89,2,10,3.666666667,1,36,0,9,0,34,2
597,Neg,Nat,6.5,3.666666667,1,31,51,32,1,4,1,98,1,49,0,56,2
598,Neut,Nat,5.5,4,1,100,0,0,0,4,1,100,0,0,0,23,1
599,Neut,Anim,6.266666667,3.333333333,1,60,0,80,0,4,1,91,0,39,0,32,2
600,Neg,Anim,6.8,2,3.333333333,23,80,34,60,2.333333333,2,55,45,81,17,26,2
601,Neut,Urb,4.933333333,3,1,62,0,70,0,3,1,69,0,70,0,38,2
602,Neut,Nat,5.433333333,3,1,80,3,71,10,3.333333333,2,82,9,79,9,31,1
